,compound,date,negative,positive,source,text,tweets ago
253,0.0,Thu Sep 27 13:00:12 +0000 2018,0.0,0.0,@CNN,"Watch CNN's full coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartphone,… https://t.co/lfK4QGebUz",54
254,0.4588,Thu Sep 27 12:50:04 +0000 2018,0.0,0.13,@CNN,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/7gHyLzo99e,55
255,-0.6597,Thu Sep 27 12:40:11 +0000 2018,0.18,0.0,@CNN,This 2-year-old boy has a rare form of terminal brain cancer. Doctors believe he won't live until Christmas -- so h… https://t.co/ppVTiogLPt,56
256,0.7096,Thu Sep 27 12:30:07 +0000 2018,0.0,0.247,@CNN,A day that will resonate in history: As the Supreme Court nominee and his original accuser appear before a Senate p… https://t.co/k3rsc0NLrY,57
257,0.0,Thu Sep 27 12:25:05 +0000 2018,0.0,0.0,@CNN,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/M4i0E3NVyC,58
258,0.0,Thu Sep 27 12:20:05 +0000 2018,0.0,0.0,@CNN,"When Christine Blasey Ford sits down Thursday morning to testify, she will bring with her the memory of the 1991 he… https://t.co/UoiAgBpLGL",59
259,0.0,Thu Sep 27 12:15:04 +0000 2018,0.0,0.0,@CNN,6 things to watch in today's hearing with Brett Kavanaugh and Christine Blasey Ford https://t.co/t8ztbyVo3J https://t.co/fxo0HyOi4a,60
260,0.4215,Thu Sep 27 12:13:14 +0000 2018,0.0,0.257,@CNN,"Read Christine Blasey Ford's prepared testimony: https://t.co/eYhLgQkgjH

Read Brett Kavanaugh's prepared remarks: https://t.co/nU8u9OBhSJ",61
261,-0.1779,Thu Sep 27 12:10:00 +0000 2018,0.078,0.0,@CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/BdvrPQ60Cl,62
262,-0.3182,Thu Sep 27 12:05:37 +0000 2018,0.119,0.0,@CNN,"Julie Swetnick, who went public on Wednesday with her accusations against Brett Kavanaugh, was represented in a sex… https://t.co/9yoj1kAUWN",63
263,-0.4019,Thu Sep 27 12:00:07 +0000 2018,0.172,0.0,@CNN,The case Kavanaugh has to make and his slim margin of error https://t.co/fjUCY9DJGx https://t.co/kQgRE2WMNJ,64
264,0.5574,Thu Sep 27 11:50:07 +0000 2018,0.0,0.175,@CNN,The prosecutor selected to serve as outside counsel for the Republican-led Senate Judiciary Committee at Supreme Co… https://t.co/zW7fYd5DxG,65
265,0.6808,Thu Sep 27 11:30:01 +0000 2018,0.0,0.237,@CNN,"The Federal Reserve raised interest rates for the third time this year, upping the rate that helps determine costs… https://t.co/ajOW0pqd0N",66
266,0.3818,Thu Sep 27 11:20:00 +0000 2018,0.0,0.115,@CNN,New Zealand Prime Minister Jacinda Ardern has told CNN she hoped the decision to bring her 3-month-old baby to the… https://t.co/SP4fkbJhyA,67
267,-0.34,Thu Sep 27 11:16:30 +0000 2018,0.194,0.0,@CNN,"'Distracted boyfriend' meme is sexist, says Swedish ad watchdog https://t.co/lzC3C51Zdh https://t.co/AAVdI2KP7X",68
268,0.0232,Thu Sep 27 11:10:00 +0000 2018,0.087,0.09,@CNN,She could be America’s first black female governor. Stacey Abrams admits she is not like what has come before her i… https://t.co/7BONRdNlQu,69
269,0.0,Thu Sep 27 11:00:12 +0000 2018,0.0,0.0,@CNN,"5 things for Thursday:

- Brett Kavanaugh
- China
- North Korea
- Google
- Methamphetamines

https://t.co/K6MlcDt1ZU https://t.co/vg1VycEbWJ",70
270,0.25,Thu Sep 27 10:57:00 +0000 2018,0.0,0.1,@CNN,From political refugee to CEO — @PeterGeorgescu lived the American Dream and is now calling on corporate America to… https://t.co/Ga7WaWm1nM,71
271,-0.2023,Thu Sep 27 10:47:00 +0000 2018,0.087,0.0,@CNN,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/FVjXTTg679,72
272,-0.6597,Thu Sep 27 10:41:29 +0000 2018,0.196,0.0,@CNN,"Two weeks after Hurricane Florence slammed the Carolina coast, killing dozens and flooding rivers and homes, it has… https://t.co/JNLKapJgfp",73
273,0.7096,Thu Sep 27 10:30:13 +0000 2018,0.0,0.247,@CNN,A day that will resonate in history: As the Supreme Court nominee and his original accuser appear before a Senate p… https://t.co/x6mY4Eq2ZA,74
274,0.0,Thu Sep 27 10:20:08 +0000 2018,0.0,0.0,@CNN,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/R12cWG05q0,75
275,0.0,Thu Sep 27 10:11:48 +0000 2018,0.0,0.0,@CNN,6 things to watch in today's hearing with Brett Kavanaugh and Christine Blasey Ford https://t.co/p1LvmZX4Im https://t.co/x5Lhnz3ZtG,76
276,0.1531,Thu Sep 27 10:10:23 +0000 2018,0.0,0.091,@CNN,"Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/bwsSC3yEwN

(Video via @taiyo_masuda &amp;… https://t.co/cKJKOnUq3r",77
277,0.0,Thu Sep 27 09:54:20 +0000 2018,0.0,0.0,@CNN,Facebook is launching another virtual reality headset that doesn't need a PC to work -- the Oculus Quest VR headset… https://t.co/nAgcJvx5CZ,78
278,0.0,Thu Sep 27 09:35:16 +0000 2018,0.0,0.0,@CNN,"Today could be one of those Washington days that defines a political era, @stcollinson writes https://t.co/aol6n8aKER",79
279,-0.6486,Thu Sep 27 09:09:04 +0000 2018,0.218,0.0,@CNN,"A man has been arrested at Dublin Airport for trying to chase a plane after he missed his flight, according to Iris… https://t.co/4E0gW1hfeH",80
280,0.891,Thu Sep 27 08:55:07 +0000 2018,0.0,0.371,@CNN,"""One of the best in the world."" Eden Hazard scores a stunning late winner as Chelsea beat Liverpool in the Carabao… https://t.co/ay5wUuOTuW",81
281,-0.7717,Thu Sep 27 08:37:58 +0000 2018,0.309,0.0,@CNN,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/1Ni80BLSgg https://t.co/GIeRi8dgPM",82
282,0.0,Thu Sep 27 08:01:02 +0000 2018,0.0,0.0,@CNN,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising the… https://t.co/iIc5KjNeaA",83
283,0.0,Thu Sep 27 07:33:37 +0000 2018,0.0,0.0,@CNN,Bill Cosby has left behind a luxurious world for his new life behind bars. Here are some of the meals he'll be havi… https://t.co/BFZnnQCVO3,84
284,0.1531,Thu Sep 27 07:31:58 +0000 2018,0.0,0.091,@CNN,"Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GzwTI 

(Video via @taiyo_masuda &amp;… https://t.co/9j7olAZSU7",85
285,0.0,Thu Sep 27 07:31:02 +0000 2018,0.0,0.0,@CNN,"President Trump was ""ranting and venting on trade"" to French President Emmanuel Macron during their bilateral meeti… https://t.co/4gjMi19hOc",86
286,0.1779,Thu Sep 27 07:01:04 +0000 2018,0.245,0.234,@CNN,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/nBT0TWlgjU",87
287,-0.2023,Thu Sep 27 06:46:00 +0000 2018,0.087,0.0,@CNN,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/MjI0R7fjMl,88
288,-0.7351,Thu Sep 27 06:31:06 +0000 2018,0.256,0.0,@CNN,"An estimated 80,000 Americans died of flu and its complications last winter, the CDC says, making it the deadliest… https://t.co/cfdo9XX8aq",89
289,0.0,Thu Sep 27 06:16:00 +0000 2018,0.0,0.0,@CNN,The company that owns Arby’s and Buffalo Wild Wings is buying drive-in burger joint Sonic for $2.3 billion… https://t.co/LlZBTQWJcj,90
290,-0.7717,Thu Sep 27 06:01:06 +0000 2018,0.309,0.0,@CNN,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/jb9QLQ8zwB https://t.co/HvbbTvKX3S",91
291,0.4767,Thu Sep 27 05:59:03 +0000 2018,0.0,0.14,@CNN,The House Intelligence Committee will vote Friday to release the transcripts of more than 50 interviews the panel c… https://t.co/QZiKP9G2RD,92
292,0.0,Thu Sep 27 05:51:32 +0000 2018,0.0,0.0,@CNN,An Inspector General's investigative report says FEMA chief Brock Long kept using government vehicles to travel aft… https://t.co/XjYqepCnlD,93
293,0.0,Thu Sep 27 05:46:00 +0000 2018,0.0,0.0,@CNN,"A garage in California is outfitting vintage cars with state-of-the-art tech, swapping old electronics with Tesla b… https://t.co/MWdAk6IOqy",94
294,0.0,Thu Sep 27 05:35:52 +0000 2018,0.0,0.0,@CNN,"Today could be one of those Washington days that defines a political era, @stcollinson writes https://t.co/uM66TFuOQF",95
295,0.0,Thu Sep 27 05:31:07 +0000 2018,0.0,0.0,@CNN,"Limiting kids' recreational screen time to less than 2 hours a day, along with sufficient sleep and physical activi… https://t.co/uZx3JlgxlZ",96
296,0.0,Thu Sep 27 05:16:00 +0000 2018,0.0,0.0,@CNN,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/cpDRmdDpWw",97
297,0.0,Thu Sep 27 05:01:02 +0000 2018,0.0,0.0,@CNN,"""Rambling and often incoherent, President Trump made his UN press conference mainly about himself,"" and not about d… https://t.co/PXXdJSQqA7",98
298,0.4111,Thu Sep 27 04:46:00 +0000 2018,0.0,0.139,@CNN,"They are the most glorious vessels on the seven seas, but how is a luxury superyacht made? https://t.co/VSMIUyOo3Q https://t.co/YZFhksy9vB",99
299,0.1531,Thu Sep 27 04:39:12 +0000 2018,0.0,0.091,@CNN,"Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GzwTI

(Video via @taiyo_masuda &amp;… https://t.co/VUZJGOlEtJ",100
300,-0.25,Thu Sep 27 19:25:54 +0000 2018,0.083,0.0,@FoxNews,"Judge Brett Kavanaugh: ""You may defeat me in the final vote, but you'll never get me to quit. Never. I'm here today… https://t.co/2Qn5pbI62p",1
301,0.0,Thu Sep 27 19:23:35 +0000 2018,0.0,0.0,@FoxNews,"Judge Brett Kavanaugh: ""This whole two week effort has been a calculated and orchestrated political hit.""… https://t.co/aIJRcimUXw",2
302,-0.4939,Thu Sep 27 19:21:40 +0000 2018,0.158,0.0,@FoxNews,"'A national disgrace'

Kavanaugh, at hearing, says his name has been permanently 'destroyed' by false sex-assault a… https://t.co/bxnWDTgKG0",3
303,-0.3089,Thu Sep 27 19:19:25 +0000 2018,0.106,0.0,@FoxNews,"Judge Brett Kavanaugh: ""I was not at the party described by Dr. Ford. This confirmation process has become a nation… https://t.co/xbsMet5ANf",4
304,-0.4404,Thu Sep 27 19:16:15 +0000 2018,0.162,0.0,@FoxNews,"Judge Brett Kavanaugh: ""I denied the allegation immediately, categorically and unequivocally. All four people alleg… https://t.co/f2RnTHY4wx",5
305,0.0,Thu Sep 27 19:13:15 +0000 2018,0.0,0.0,@FoxNews,Judge Brett Kavanaugh is sworn in for his testimony before the Senate Judiciary Committee. https://t.co/JpnY5VDKmf https://t.co/2HHXi42ZhX,6
306,0.0,Thu Sep 27 19:08:59 +0000 2018,0.0,0.0,@FoxNews,NOW: Judge Kavanaugh testifies before the Senate Judiciary Committee. https://t.co/JpnY5VDKmf https://t.co/M6VBUpjBkY,7
307,0.0,Thu Sep 27 19:08:56 +0000 2018,0.0,0.0,@FoxNews,"Judge Brett Kavanaugh testifies in front of the Senate Judiciary Committee on sexual misconduct allegations.

Watch… https://t.co/Ofdso3cXbg",8
308,0.0,Thu Sep 27 19:01:01 +0000 2018,0.0,0.0,@FoxNews,Ford says breaking point to go public came after reporter appeared in her classroom https://t.co/ZQnvyfi7hj,9
309,0.128,Thu Sep 27 18:48:47 +0000 2018,0.0,0.091,@FoxNews,"During Kavanaugh hearing, prosecutor addresses Ford feeling of being 'terrified' to testify: 'That's not right' https://t.co/9MPNcDqsP9",10
310,0.0,Thu Sep 27 18:43:10 +0000 2018,0.0,0.0,@FoxNews,"Some GOP governors, including Governor @JohnKasich, have called for the Kavanaugh confirmation vote to be delayed.… https://t.co/3UUNwzVEd9",11
311,0.34,Thu Sep 27 18:30:32 +0000 2018,0.063,0.126,@FoxNews,"Sen. @LindseyGrahamSC on Dr. Ford: ""A nice lady who has come forward to tell a hard story that's uncorroborated, an… https://t.co/IBnTaKufJH",12
312,-0.296,Thu Sep 27 18:25:04 +0000 2018,0.128,0.0,@FoxNews,"Sen. @JohnCornyn on Dr. Ford: ""I found no reason to find her not credible."" https://t.co/005BvMqW3Y https://t.co/lFkAlQA0DU",13
313,0.3612,Thu Sep 27 18:21:35 +0000 2018,0.0,0.116,@FoxNews,"Sen. @ChuckGrassley to Dr. Ford on the conclusion of her testimony to the Senate Judiciary Committee: ""I thank you… https://t.co/OBFWMMtBGY",14
314,0.743,Thu Sep 27 18:12:11 +0000 2018,0.0,0.328,@FoxNews,"Sen. @KamalaHarris to Dr. Ford: ""I want to thank you for your courage and I want to tell you I believe you."" https://t.co/C5inSoi6wC",15
315,-0.296,Thu Sep 27 18:02:49 +0000 2018,0.128,0.0,@FoxNews,"JUST IN: Body believed to be missing North Carolina boy with autism found, FBI says https://t.co/eUx3YmDnfF",16
316,0.0,Thu Sep 27 17:56:23 +0000 2018,0.0,0.0,@FoxNews,"Trump not calling for FBI probe into Kavanaugh allegations is 'tantamount to a cover-up,' Dem senator says https://t.co/IaLmx6Vtbw",17
317,0.3612,Thu Sep 27 17:42:08 +0000 2018,0.0,0.102,@FoxNews,"Dr. Ford: “I was trying to get the information to you while there was still a list of other, what looked like, equa… https://t.co/kfTvnPuQfQ",18
318,0.0,Thu Sep 27 17:37:41 +0000 2018,0.0,0.0,@FoxNews,Judge Brett Kavanaugh and Dr. Christine Blasey Ford testify in front of the Senate Judiciary Committee on sexual mi… https://t.co/VzPulo5hYk,19
319,-0.6908,Thu Sep 27 17:32:14 +0000 2018,0.289,0.0,@FoxNews,"Kavanaugh confirmation vote should be delayed due to 'sickening' assault allegations, some GOP governors say https://t.co/BGL3lo09Ys",20
320,-0.2732,Thu Sep 27 17:28:28 +0000 2018,0.208,0.0,@FoxNews,Trump postpones meeting with Rosenstein to next week https://t.co/zwIYZqfhWh,21
321,0.0,Thu Sep 27 16:53:22 +0000 2018,0.0,0.0,@FoxNews,"Christine Blasey Ford, in Senate testimony, says she doesn’t know who paid for her polygraph test regarding sexual… https://t.co/xT2lxsFpzT",22
322,-0.128,Thu Sep 27 16:50:17 +0000 2018,0.131,0.112,@FoxNews,".@SenBlumenthal: “It’s up to the President of the United States and his failure to ask for an FBI investigation, in… https://t.co/ryO1LX74vS",23
323,0.0,Thu Sep 27 16:41:10 +0000 2018,0.0,0.0,@FoxNews,"Rachel Mitchell: “Did you ever give Senator Feinstein or anyone else the permission to release that letter?”

Dr. F… https://t.co/8bCtdZ9b1h",24
324,-0.3182,Thu Sep 27 16:25:00 +0000 2018,0.252,0.156,@FoxNews,Ford says she's '100 percent' certain Kavanaugh assaulted her https://t.co/rFal1g9ziJ,25
325,-0.6249,Thu Sep 27 16:18:33 +0000 2018,0.255,0.0,@FoxNews,Chris Wallace on Christine Blasey Ford Testimony: 'This Is a Disaster for Republicans' https://t.co/oFGt7hdClV,26
326,-0.7906,Thu Sep 27 16:13:10 +0000 2018,0.304,0.0,@FoxNews,"Juanita Broaddrick, the woman who accused former President Bill Clinton of raping her decades ago, slammed Democrat… https://t.co/vrPFN7oycb",27
327,-0.1779,Thu Sep 27 16:07:17 +0000 2018,0.096,0.0,@FoxNews,Former sex crimes prosecutor Rachel Mitchell questions Christine Blasey Ford about her anxiety and PTSD problems… https://t.co/ejSDvPxaUv,28
328,-0.8442,Thu Sep 27 16:05:24 +0000 2018,0.476,0.0,@FoxNews,"Christine Ford testifies Kavanaugh ‘sexually assaulted me,’ rejects mistaken identity theory https://t.co/yylwVIUd6E https://t.co/ixvjyrYqW7",29
329,-0.8442,Thu Sep 27 15:57:45 +0000 2018,0.503,0.0,@FoxNews,"Christine Ford testifies Kavanaugh ‘sexually assaulted me,’ rejects mistaken identity theory https://t.co/ecmtBhcUi0",30
330,-0.3612,Thu Sep 27 15:55:41 +0000 2018,0.269,0.159,@FoxNews,"Kavanaugh, Ford hearing live blog: Supreme Court nominee and professor testify on sexual assault accusations https://t.co/YlU3UYXWF6",31
331,0.0,Thu Sep 27 15:48:19 +0000 2018,0.0,0.0,@FoxNews,Judge Brett Kavanaugh and Dr. Christine Blasey Ford testify in front of the Senate Judiciary Committee on sexual mi… https://t.co/MSTXxHjh3M,32
332,-0.34,Thu Sep 27 15:48:00 +0000 2018,0.159,0.093,@FoxNews,".@SenatorDurbin: “Dr. Ford, with what degree of certainty do you believe Brett Kavanaugh assaulted you?”

Dr. Ford:… https://t.co/tbpC2Y3tDS",33
333,-0.9246,Thu Sep 27 15:41:27 +0000 2018,0.528,0.0,@FoxNews,".@SenatorDurbin: “No one should face harassment, death threats and disparaging comments by cheap shot politicians,… https://t.co/yHkwaihlO7",34
334,0.7506,Thu Sep 27 15:26:59 +0000 2018,0.0,0.262,@FoxNews,".@SenatorLeahy: “You sharing your story is going to have a lasting, positive impact on so many survivors in our cou… https://t.co/mzX5cH7LdS",35
335,-0.5106,Thu Sep 27 15:25:22 +0000 2018,0.155,0.0,@FoxNews,".@SenatorLeahy: “Chairman, you and I were both here 27 years ago. At that time the Senate failed Anita Hill.”… https://t.co/SUgdzgm7K1",36
336,0.872,Thu Sep 27 15:20:27 +0000 2018,0.0,0.398,@FoxNews,"Supporters of Supreme Court Justice nominee Brett Kavanaugh gathered and sang in Washington DC, ahead of testimonie… https://t.co/H0Ab0oFkiR",37
337,-0.34,Thu Sep 27 15:16:59 +0000 2018,0.156,0.0,@FoxNews,Grassley quotes Anita Hill-era Biden to shoot down call for new FBI probe https://t.co/Xfe6SV59DD,38
338,0.5574,Thu Sep 27 15:09:51 +0000 2018,0.0,0.167,@FoxNews,"Ford: “It is not my responsibility to determine whether Mr. Kavanaugh sits on the Supreme Court, my responsibility… https://t.co/KVkO5SP86L",39
339,-0.296,Thu Sep 27 15:09:00 +0000 2018,0.091,0.0,@FoxNews,Dr. Ford “I have been accused of acting out of partisan political motives. Those who say that do not know me. I am… https://t.co/mnbq0yQUkQ,40
340,0.5859,Thu Sep 27 15:06:19 +0000 2018,0.0,0.22,@FoxNews,Ford: “My hope was that providing the information confidentially would be sufficient to allow the Senate to conside… https://t.co/SD97p0pdr8,41
341,-0.7845,Thu Sep 27 14:58:00 +0000 2018,0.266,0.0,@FoxNews,Ford: “Brett’s assault on me drastically altered my life. For a very long time I was too afraid and ashamed to tell… https://t.co/yUdjh6lsYg,42
342,0.1901,Thu Sep 27 14:55:38 +0000 2018,0.0,0.074,@FoxNews,"Ford: “I don’t have all the answers, and I don’t remember as much as I would like to. But the details about that ni… https://t.co/Jtncxj6T0j",43
343,-0.6395,Thu Sep 27 14:45:55 +0000 2018,0.216,0.0,@FoxNews,Dr. Christine Blasey Ford: “I am here today not because I want to be. I am terrified. I am here because I believe i… https://t.co/qXBr8DwbQW,44
344,0.0,Thu Sep 27 14:44:43 +0000 2018,0.0,0.0,@FoxNews,RT @brookefoxnews: NEW per @MikeEmanuelFox -- a source familiar said the @senjudiciary spent hours investigating the two individuals who cl…,45
345,0.4019,Thu Sep 27 14:37:59 +0000 2018,0.0,0.231,@FoxNews,Second Kavanaugh accuser offers message of support for Ford https://t.co/1kYfao4m1G,46
346,-0.296,Thu Sep 27 14:37:10 +0000 2018,0.121,0.0,@FoxNews,".@SenFeinstein: “Despite repeated requests, President Trump and the Republicans have refused to take this routine s… https://t.co/NiYiC6Phi7",47
347,-0.5859,Thu Sep 27 14:35:00 +0000 2018,0.174,0.0,@FoxNews,".@SenFeinstein: “Too often women’s memories and credibility come under assault. In essence, they are put on trial a… https://t.co/NgtwQ2GCOU",48
348,0.0,Thu Sep 27 14:26:47 +0000 2018,0.0,0.0,@FoxNews,.@SenFeinstein: “I did receive a letter from Dr. Ford… I held it confidential up until a point where the witness wa… https://t.co/PFbMCh476i,49
349,0.1779,Thu Sep 27 14:26:19 +0000 2018,0.109,0.144,@FoxNews,.@ChuckGrassley: “I can think of no one better equipped to question the witnesses than Rachel Mitchell.”… https://t.co/iH8xmTJyPs,50
350,0.3182,Thu Sep 27 14:21:06 +0000 2018,0.0,0.113,@FoxNews,.@ChuckGrassley: “The FBI doesn’t perform any credibility assessments or verify the truth of any events in these ba… https://t.co/SBFUR8Wnp9,51
351,0.743,Thu Sep 27 14:19:49 +0000 2018,0.079,0.299,@FoxNews,Protesters gather outside the Supreme Court ahead of the Senate Judiciary Committee hearing from Supreme Court nomi… https://t.co/i42Ps6LqMx,52
352,-0.4767,Thu Sep 27 14:08:40 +0000 2018,0.181,0.0,@FoxNews,.@ChuckGrassley: “Both Dr. Ford and Judge Kavanaugh have been through a terrible couple of weeks.” https://t.co/7hFyO0b8Wd,53
353,0.0,Thu Sep 27 14:03:37 +0000 2018,0.0,0.0,@FoxNews,Judge Brett Kavanaugh and Dr. Christine Blasey Ford testify in front of the Senate Judiciary Committee on sexual mi… https://t.co/Gpdt9syuTE,54
354,-0.34,Thu Sep 27 13:59:17 +0000 2018,0.179,0.0,@FoxNews,Kavanaugh confirmation derailed by sexual misconduct allegations: A list of his accusers https://t.co/3abb1BtSp6,55
355,-0.3612,Thu Sep 27 13:55:57 +0000 2018,0.31,0.183,@FoxNews,LIVE BLOG: Supreme Court nominee and professor testify on sexual assault accusations https://t.co/YlU3UYXWF6,56
356,0.0,Thu Sep 27 13:50:35 +0000 2018,0.0,0.0,@FoxNews,"Who is Rachel Mitchell, the prosecutor hired to question Kavanaugh's accuser during Senate hearing? https://t.co/Bj9hQABQTX",57
357,0.2263,Thu Sep 27 13:43:29 +0000 2018,0.0,0.322,@FoxNews,Brett Kavanaugh's prepared statement https://t.co/ADcHie4BKD,58
358,0.2263,Thu Sep 27 13:42:59 +0000 2018,0.0,0.275,@FoxNews,Christine Ford's full prepared remarks https://t.co/jn0ACyhESc,59
359,0.0,Thu Sep 27 13:36:34 +0000 2018,0.0,0.0,@FoxNews,Awaiting Kavanaugh Hearing https://t.co/abwpriQApD,60
360,0.0,Thu Sep 27 13:29:19 +0000 2018,0.0,0.0,@FoxNews,RT @FoxBusiness: America's GDP advances by 4.2% in 2Q https://t.co/Cw2zgXHVqR,61
361,0.0,Thu Sep 27 13:29:08 +0000 2018,0.0,0.0,@FoxNews,"RT @FoxBusiness: Weekly jobless claims rise to 214,000
https://t.co/cAwWUXdvQb",62
362,0.5719,Thu Sep 27 13:17:09 +0000 2018,0.0,0.217,@FoxNews,.@Jim_Jordan: “The single biggest promise we made the American people in 2016 was building the border security wall… https://t.co/UeVhyqaUKC,63
363,0.1531,Thu Sep 27 13:00:00 +0000 2018,0.142,0.187,@FoxNews,Texas AG supports school district in Pledge of Allegiance lawsuit https://t.co/H64BQVa9mj,64
364,0.4404,Thu Sep 27 12:57:27 +0000 2018,0.0,0.132,@FoxNews,.@Jim_Jordan: “I think the president’s right in not withdrawing his name. I hope he gets confirmed as soon as possi… https://t.co/xyjY2HECht,65
365,0.3612,Thu Sep 27 12:53:00 +0000 2018,0.117,0.209,@FoxNews,Hundreds of Liberty Univ. Students Head to DC to Counter Anti-Kavanaugh Protesters https://t.co/NxGM95nVg9,66
366,0.0,Thu Sep 27 12:47:39 +0000 2018,0.0,0.0,@FoxNews,.@KellyannePolls: “The president said yesterday he would prefer that the Deputy Attorney General stay on the job an… https://t.co/GtCIxJhlpn,67
367,0.1531,Thu Sep 27 12:42:14 +0000 2018,0.161,0.14,@FoxNews,".@KellyannePolls: “The president is tough. Judge Kavanaugh is tough, he wants to clear his name.” https://t.co/LZp7FRo0vp",68
368,0.0,Thu Sep 27 12:36:27 +0000 2018,0.0,0.0,@FoxNews,"Kid tying shoelace run over by car, walks away https://t.co/3KtfZDWKaW",69
369,-0.4215,Thu Sep 27 12:10:00 +0000 2018,0.203,0.0,@FoxNews,"If Kavanaugh nomination fails, here's who could be next in line - https://t.co/fTPeu2e5be",70
370,0.4019,Thu Sep 27 12:00:00 +0000 2018,0.0,0.144,@FoxNews,TODAY: @BretBaier and @marthamaccallum anchor special live coverage of the Brett Kavanaugh Senate hearing. Tune in… https://t.co/ef17qAqFBG,71
371,0.0,Thu Sep 27 11:50:18 +0000 2018,0.0,0.0,@FoxNews,"WikiLeaks names new editor-in-chief, replacing Julian Assange https://t.co/SfuXmklnhF",72
372,-0.25,Thu Sep 27 11:37:53 +0000 2018,0.095,0.0,@FoxNews,.@MarshaBlackburn: “Every woman deserves to be heard and women should be heard when they have an accusation and Dr.… https://t.co/VaRqHkh7WN,73
373,-0.6369,Thu Sep 27 11:32:49 +0000 2018,0.244,0.0,@FoxNews,Democratic Rep. Ellison to ask House Ethics Committee to investigate abuse allegations https://t.co/pwP6pnI3og https://t.co/hHK0IkphwT,74
374,-0.7845,Thu Sep 27 11:19:44 +0000 2018,0.347,0.0,@FoxNews,"Navy veteran, 66, with terminal cancer holds yard sales to raise money for funeral https://t.co/RtQq9OkgXE",75
375,-0.5106,Thu Sep 27 11:06:12 +0000 2018,0.191,0.0,@FoxNews,"Bill Cosby will have access to TV and email while behind bars, prison says https://t.co/cDA43BMQvn",76
376,0.0,Thu Sep 27 10:59:57 +0000 2018,0.0,0.0,@FoxNews,"Tom Kane: “These allegations are false, that’s not the man I knew.” https://t.co/QNlzviLIn7",77
